ticker;data_com;data_pagamento;valor_por_cota
XPLG11;30/11/2021;14/12/2021;0.64
BTLG11;15/12/2021;23/12/2021;0.72
XPML11;16/12/2021;23/12/2021;0.55
BRCO11;30/12/2021;07/01/2022;0.63
PVBI11;30/12/2021;07/01/2022;0.56
TGAR11;30/12/2021;10/01/2022;1.23
FATN11;06/01/2022;14/01/2022;0.79
GARE11;30/12/2021;14/01/2022;0.084
HGLG11;30/12/2021;14/01/2022;1.75
HGRU11;30/12/2021;14/01/2022;0.76
KNRI11;30/12/2021;14/01/2022;0.88
PMLL11;30/12/2021;14/01/2022;0.65
TRXF11;30/12/2021;14/01/2022;0.9
VISC11;30/12/2021;14/01/2022;0.81
XPLG11;30/12/2021;14/01/2022;0.64
BTLG11;14/01/2022;25/01/2022;0.72
XPML11;18/01/2022;25/01/2022;0.85
BRCO11;31/01/2022;07/02/2022;0.63
PVBI11;31/01/2022;07/02/2022;0.56
TGAR11;31/01/2022;08/02/2022;1.16
FATN11;04/02/2022;14/02/2022;0.76
GARE11;31/01/2022;14/02/2022;0.084
HGLG11;31/01/2022;14/02/2022;1.1
HGRU11;31/01/2022;14/02/2022;0.76
KNRI11;31/01/2022;14/02/2022;0.81
PMLL11;31/01/2022;14/02/2022;0.72
TRXF11;31/01/2022;14/02/2022;0.8
VISC11;31/01/2022;14/02/2022;0.68
XPLG11;31/01/2022;14/02/2022;0.64
BTLG11;15/02/2022;25/02/2022;0.72
XPML11;18/02/2022;25/02/2022;0.6
BRCO11;25/02/2022;08/03/2022;0.63
PVBI11;25/02/2022;08/03/2022;0.56
TGAR11;25/02/2022;09/03/2022;1.22
FATN11;07/03/2022;15/03/2022;0.76
GARE11;25/02/2022;15/03/2022;0.082
HGLG11;25/02/2022;15/03/2022;1.1
HGRU11;25/02/2022;15/03/2022;0.76
KNRI11;25/02/2022;15/03/2022;0.81
PMLL11;25/02/2022;15/03/2022;0.72
TRXF11;25/02/2022;15/03/2022;0.8
VISC11;25/02/2022;15/03/2022;0.68
XPLG11;25/02/2022;15/03/2022;0.66
BTLG11;15/03/2022;22/03/2022;0.72
XPML11;18/03/2022;25/03/2022;0.64
BRCO11;31/03/2022;07/04/2022;0.63
PVBI11;31/03/2022;07/04/2022;0.56
TGAR11;31/03/2022;08/04/2022;1.27
FATN11;06/04/2022;14/04/2022;0.78
GARE11;31/03/2022;14/04/2022;0.082
HGLG11;31/03/2022;14/04/2022;1.1
HGRU11;31/03/2022;14/04/2022;0.82
KNRI11;31/03/2022;14/04/2022;0.81
PMLL11;31/03/2022;14/04/2022;0.72
TRXF11;31/03/2022;14/04/2022;0.8
VISC11;31/03/2022;14/04/2022;0.68
XPLG11;31/03/2022;14/04/2022;0.66
BTLG11;14/04/2022;25/04/2022;0.72
XPML11;14/04/2022;25/04/2022;0.66
PVBI11;29/04/2022;06/05/2022;0.56
TGAR11;29/04/2022;09/05/2022;1.44
BRCO11;29/04/2022;10/05/2022;0.63
FATN11;05/05/2022;13/05/2022;0.8
GARE11;29/04/2022;13/05/2022;0.082
HGLG11;29/04/2022;13/05/2022;1.1
HGRU11;29/04/2022;13/05/2022;0.82
KNRI11;29/04/2022;13/05/2022;0.84
PMLL11;29/04/2022;13/05/2022;0.72
TRXF11;29/04/2022;13/05/2022;0.8
VISC11;29/04/2022;13/05/2022;0.7
XPLG11;29/04/2022;13/05/2022;0.66
BTLG11;13/05/2022;25/05/2022;0.72
XPML11;18/05/2022;25/05/2022;0.68
PVBI11;31/05/2022;07/06/2022;0.56
TGAR11;31/05/2022;08/06/2022;1.53
BRCO11;31/05/2022;10/06/2022;0.65
FATN11;06/06/2022;14/06/2022;0.83
GARE11;31/05/2022;14/06/2022;0.082
HGLG11;31/05/2022;14/06/2022;1.1
HGRU11;31/05/2022;14/06/2022;0.82
KNRI11;31/05/2022;14/06/2022;0.84
PMLL11;31/05/2022;14/06/2022;0.72
TRXF11;31/05/2022;14/06/2022;0.85
VISC11;31/05/2022;14/06/2022;0.7
XPLG11;31/05/2022;14/06/2022;0.68
BTLG11;15/06/2022;24/06/2022;0.72
XPML11;17/06/2022;24/06/2022;0.68
PVBI11;30/06/2022;07/07/2022;0.56
TGAR11;30/06/2022;08/07/2022;1.57
BRCO11;30/06/2022;12/07/2022;0.77
FATN11;06/07/2022;14/07/2022;0.84
GARE11;30/06/2022;14/07/2022;0.08
HGLG11;30/06/2022;14/07/2022;3.3
HGRU11;30/06/2022;14/07/2022;1.2
KNRI11;30/06/2022;14/07/2022;0.84
PMLL11;30/06/2022;14/07/2022;0.72
TRXF11;30/06/2022;14/07/2022;1.05
VISC11;30/06/2022;14/07/2022;0.7
XPLG11;30/06/2022;14/07/2022;0.7
BTLG11;15/07/2022;25/07/2022;0.82
XPML11;18/07/2022;25/07/2022;0.69
PVBI11;29/07/2022;05/08/2022;0.56
TGAR11;29/07/2022;08/08/2022;1.58
BRCO11;29/07/2022;12/08/2022;0.65
FATN11;04/08/2022;12/08/2022;0.86
GARE11;29/07/2022;12/08/2022;0.0789928
HGLG11;29/07/2022;12/08/2022;1.1
HGRU11;29/07/2022;12/08/2022;0.82
KNRI11;29/07/2022;12/08/2022;0.91
PMLL11;29/07/2022;12/08/2022;0.75
TRXF11;29/07/2022;12/08/2022;0.85
VISC11;29/07/2022;12/08/2022;0.71
XPLG11;29/07/2022;12/08/2022;0.72
BTLG11;15/08/2022;25/08/2022;0.74
XPML11;18/08/2022;25/08/2022;0.7
GARE11;31/08/2022;08/09/2022;0.082
PVBI11;31/08/2022;08/09/2022;0.56
TGAR11;31/08/2022;09/09/2022;1.59
BRCO11;31/08/2022;14/09/2022;0.7
FATN11;06/09/2022;15/09/2022;0.86
HGLG11;31/08/2022;15/09/2022;1.1
HGRU11;31/08/2022;15/09/2022;0.82
KNRI11;31/08/2022;15/09/2022;0.91
PMLL11;31/08/2022;15/09/2022;0.77
TRXF11;31/08/2022;15/09/2022;0.85
VISC11;31/08/2022;15/09/2022;0.72
XPLG11;31/08/2022;15/09/2022;0.72
BTLG11;15/09/2022;23/09/2022;0.74
XPML11;16/09/2022;23/09/2022;0.73
GARE11;30/09/2022;07/10/2022;0.082
PVBI11;30/09/2022;07/10/2022;0.57
TGAR11;30/09/2022;10/10/2022;1.59
BRCO11;30/09/2022;14/10/2022;0.7
FATN11;06/10/2022;17/10/2022;0.89
HGLG11;30/09/2022;17/10/2022;1.1
HGRU11;30/09/2022;17/10/2022;0.82
KNRI11;30/09/2022;17/10/2022;0.91
PMLL11;30/09/2022;17/10/2022;0.8
TRXF11;30/09/2022;17/10/2022;0.85
VISC11;30/09/2022;17/10/2022;0.74
XPLG11;30/09/2022;17/10/2022;0.74
BTLG11;14/10/2022;25/10/2022;0.74
XPML11;18/10/2022;25/10/2022;0.75
GARE11;31/10/2022;08/11/2022;0.082
PVBI11;31/10/2022;08/11/2022;0.57
TGAR11;31/10/2022;09/11/2022;1.55
BRCO11;31/10/2022;14/11/2022;0.7
FATN11;07/11/2022;16/11/2022;0.9
HGLG11;31/10/2022;16/11/2022;1.1
HGRU11;31/10/2022;16/11/2022;0.82
KNRI11;31/10/2022;16/11/2022;0.91
PMLL11;31/10/2022;16/11/2022;0.78
TRXF11;31/10/2022;16/11/2022;0.85
VISC11;31/10/2022;16/11/2022;0.75
XPLG11;31/10/2022;16/11/2022;0.74
BTLG11;14/11/2022;25/11/2022;0.74
XPML11;18/11/2022;25/11/2022;0.75
GARE11;30/11/2022;07/12/2022;0.082
PVBI11;30/11/2022;07/12/2022;0.57
TGAR11;30/11/2022;08/12/2022;1.5
BRCO11;30/11/2022;14/12/2022;0.7
FATN11;06/12/2022;14/12/2022;0.8
HGLG11;30/11/2022;14/12/2022;1.1
HGRU11;30/11/2022;14/12/2022;0.82
KNRI11;30/11/2022;14/12/2022;0.91
PMLL11;30/11/2022;14/12/2022;0.78
TRXF11;30/11/2022;14/12/2022;0.85
VISC11;30/11/2022;14/12/2022;0.76
XPLG11;30/11/2022;14/12/2022;0.74
BTLG11;15/12/2022;23/12/2022;0.74
XPML11;16/12/2022;23/12/2022;0.77
GARE11;29/12/2022;06/01/2023;0.082
PVBI11;29/12/2022;06/01/2023;0.57
TGAR11;29/12/2022;09/01/2023;1.3
BRCO11;29/12/2022;13/01/2023;0.65
FATN11;05/01/2023;13/01/2023;0.92
HGLG11;29/12/2022;13/01/2023;2.2
HGRU11;29/12/2022;13/01/2023;2
KNRI11;29/12/2022;13/01/2023;1
PMLL11;29/12/2022;13/01/2023;0.78
TRXF11;29/12/2022;13/01/2023;1.2
VISC11;29/12/2022;13/01/2023;0.85
XPLG11;29/12/2022;13/01/2023;0.74
BTLG11;13/01/2023;25/01/2023;0.74
XPML11;18/01/2023;25/01/2023;0.9
GARE11;31/01/2023;07/02/2023;0.081
PVBI11;31/01/2023;07/02/2023;0.61
TGAR11;31/01/2023;08/02/2023;1.3
BRCO11;31/01/2023;14/02/2023;0.62
FATN11;06/02/2023;14/02/2023;0.9
HGLG11;31/01/2023;14/02/2023;1.1
HGRU11;31/01/2023;14/02/2023;0.82
KNRI11;31/01/2023;14/02/2023;0.91
PMLL11;31/01/2023;14/02/2023;0.78
TRXF11;31/01/2023;14/02/2023;0.85
VISC11;31/01/2023;14/02/2023;0.82
XPLG11;31/01/2023;14/02/2023;0.74
BTLG11;15/02/2023;24/02/2023;0.74
XPML11;15/02/2023;24/02/2023;0.77
GARE11;28/02/2023;07/03/2023;0.082
PVBI11;28/02/2023;07/03/2023;0.61
BRCO11;28/02/2023;14/03/2023;0.62
FATN11;06/03/2023;14/03/2023;0.74
HGLG11;28/02/2023;14/03/2023;1.1
HGRU11;28/02/2023;14/03/2023;0.85
KNRI11;28/02/2023;14/03/2023;0.95
PMLL11;28/02/2023;14/03/2023;0.78
TGAR11;28/02/2023;14/03/2023;1.31
TRXF11;28/02/2023;14/03/2023;0.85
VISC11;28/02/2023;14/03/2023;0.8
XPLG11;28/02/2023;14/03/2023;0.74
BTLG11;15/03/2023;24/03/2023;0.74
XPML11;17/03/2023;24/03/2023;0.78
GARE11;31/03/2023;10/04/2023;0.082
PVBI11;31/03/2023;10/04/2023;0.61
BRCO11;31/03/2023;17/04/2023;0.62
FATN11;06/04/2023;17/04/2023;0.83
HGLG11;31/03/2023;17/04/2023;1.1
HGRU11;31/03/2023;17/04/2023;0.85
KNRI11;31/03/2023;17/04/2023;0.95
PMLL11;31/03/2023;17/04/2023;0.78
TGAR11;31/03/2023;17/04/2023;1.34
TRXF11;31/03/2023;17/04/2023;0.85
VISC11;31/03/2023;17/04/2023;0.82
XPLG11;31/03/2023;17/04/2023;0.74
BTLG11;14/04/2023;25/04/2023;0.74
XPML11;17/04/2023;25/04/2023;0.8
GARE11;28/04/2023;08/05/2023;0.082
PVBI11;28/04/2023;08/05/2023;0.61
BRCO11;28/04/2023;15/05/2023;0.62
FATN11;05/05/2023;15/05/2023;0.82
HGLG11;28/04/2023;15/05/2023;1.1
HGRU11;28/04/2023;15/05/2023;0.85
KNRI11;28/04/2023;15/05/2023;0.95
PMLL11;28/04/2023;15/05/2023;0.78
TGAR11;28/04/2023;15/05/2023;1.35
TRXF11;28/04/2023;15/05/2023;0.85
VISC11;28/04/2023;15/05/2023;0.82
XPLG11;28/04/2023;15/05/2023;0.74
BTLG11;15/05/2023;25/05/2023;0.74
XPML11;18/05/2023;25/05/2023;0.81
BRCO11;11/05/2023;05/06/2023;0.62
GARE11;31/05/2023;07/06/2023;0.082
PVBI11;31/05/2023;07/06/2023;0.61
BRCO11;31/05/2023;15/06/2023;0.78
FATN11;06/06/2023;15/06/2023;0.83
HGLG11;31/05/2023;15/06/2023;1.1
HGRU11;31/05/2023;15/06/2023;0.85
KNRI11;31/05/2023;15/06/2023;0.95
PMLL11;31/05/2023;15/06/2023;0.78
TGAR11;31/05/2023;15/06/2023;1.36
TRXF11;31/05/2023;15/06/2023;0.85
VISC11;31/05/2023;15/06/2023;0.82
XPLG11;31/05/2023;15/06/2023;0.75
BTLG11;15/06/2023;23/06/2023;0.74
XPML11;16/06/2023;23/06/2023;0.81
GARE11;30/06/2023;07/07/2023;0.082
PVBI11;30/06/2023;07/07/2023;0.61
BRCO11;30/06/2023;14/07/2023;0.87
FATN11;06/07/2023;14/07/2023;0.84
HGLG11;30/06/2023;14/07/2023;1.5
HGRU11;30/06/2023;14/07/2023;1.4
KNRI11;30/06/2023;14/07/2023;1.51
PMLL11;30/06/2023;14/07/2023;0.8
TGAR11;30/06/2023;14/07/2023;1.38
TRXF11;30/06/2023;14/07/2023;0.9
VISC11;30/06/2023;14/07/2023;0.85
XPLG11;30/06/2023;14/07/2023;0.79
BTLG11;14/07/2023;25/07/2023;0.76
XPML11;18/07/2023;25/07/2023;0.83
GARE11;31/07/2023;07/08/2023;0.082
PVBI11;31/07/2023;07/08/2023;0.72
BRCO11;31/07/2023;14/08/2023;0.87
FATN11;04/08/2023;14/08/2023;0.84
HGLG11;31/07/2023;14/08/2023;1.1
HGRU11;31/07/2023;14/08/2023;0.85
KNRI11;31/07/2023;14/08/2023;0.95
PMLL11;31/07/2023;14/08/2023;0.8
TGAR11;31/07/2023;14/08/2023;1.4
TRXF11;31/07/2023;14/08/2023;0.9
VISC11;31/07/2023;14/08/2023;0.85
XPLG11;31/07/2023;14/08/2023;0.78
BTLG11;15/08/2023;25/08/2023;0.76
XPML11;18/08/2023;25/08/2023;0.84
GARE11;31/08/2023;08/09/2023;0.084
PVBI11;31/08/2023;08/09/2023;0.67
BRCO11;31/08/2023;15/09/2023;0.87
FATN11;06/09/2023;15/09/2023;0.85
HGLG11;31/08/2023;15/09/2023;1.1
HGRU11;31/08/2023;15/09/2023;0.85
KNRI11;31/08/2023;15/09/2023;0.95
PMLL11;31/08/2023;15/09/2023;0.85
TGAR11;31/08/2023;15/09/2023;1.42
TRXF11;31/08/2023;15/09/2023;0.9
VISC11;31/08/2023;15/09/2023;0.92
XPLG11;31/08/2023;15/09/2023;0.78
BTLG11;15/09/2023;25/09/2023;0.76
XPML11;18/09/2023;25/09/2023;0.85
GARE11;29/09/2023;06/10/2023;0.084
PVBI11;29/09/2023;06/10/2023;0.7
BRCO11;29/09/2023;13/10/2023;0.87
FATN11;05/10/2023;16/10/2023;0.85
HGLG11;29/09/2023;16/10/2023;1.1
HGRU11;29/09/2023;16/10/2023;0.85
KNRI11;29/09/2023;16/10/2023;1
PMLL11;29/09/2023;16/10/2023;0.85
TGAR11;29/09/2023;16/10/2023;1.43
TRXF11;29/09/2023;16/10/2023;0.9
VISC11;29/09/2023;16/10/2023;0.92
XPLG11;29/09/2023;16/10/2023;0.78
BTLG11;13/10/2023;25/10/2023;0.76
XPML11;18/10/2023;25/10/2023;0.85
GARE11;31/10/2023;08/11/2023;0.084
PVBI11;31/10/2023;08/11/2023;0.7
BRCO11;31/10/2023;16/11/2023;0.9
FATN11;07/11/2023;16/11/2023;0.85
HGLG11;31/10/2023;16/11/2023;1.1
HGRU11;31/10/2023;16/11/2023;0.85
KNRI11;31/10/2023;16/11/2023;1
PMLL11;31/10/2023;16/11/2023;0.85
TGAR11;31/10/2023;16/11/2023;1.45
TRXF11;31/10/2023;16/11/2023;0.9
VISC11;31/10/2023;16/11/2023;1
XPLG11;31/10/2023;16/11/2023;0.78
BTLG11;14/11/2023;24/11/2023;0.76
XPML11;17/11/2023;24/11/2023;0.85
GARE11;30/11/2023;07/12/2023;0.084
PVBI11;30/11/2023;07/12/2023;0.7
BRCO11;30/11/2023;14/12/2023;0.95
FATN11;06/12/2023;14/12/2023;0.85
HGLG11;30/11/2023;14/12/2023;1.1
HGRU11;30/11/2023;14/12/2023;0.85
KNRI11;30/11/2023;14/12/2023;1
PMLL11;30/11/2023;14/12/2023;0.8
TGAR11;30/11/2023;14/12/2023;1.43
TRXF11;30/11/2023;14/12/2023;0.9
VISC11;30/11/2023;14/12/2023;1
XPLG11;30/11/2023;14/12/2023;0.78
BTLG11;15/12/2023;22/12/2023;0.76
XPML11;15/12/2023;22/12/2023;0.9
GARE11;28/12/2023;08/01/2024;0.084
PVBI11;28/12/2023;08/01/2024;0.7
VISC11;28/12/2023;12/01/2024;1
BRCO11;28/12/2023;15/01/2024;0.99
FATN11;05/01/2024;15/01/2024;0.85
HGLG11;28/12/2023;15/01/2024;1.1
HGRU11;28/12/2023;15/01/2024;2.3
KNRI11;28/12/2023;15/01/2024;1
PMLL11;28/12/2023;15/01/2024;0.8
TGAR11;28/12/2023;15/01/2024;1.32
TRXF11;28/12/2023;15/01/2024;1.7
XPLG11;28/12/2023;15/01/2024;0.78
BTLG11;15/01/2024;25/01/2024;0.81
XPML11;18/01/2024;25/01/2024;0.92
GARE11;31/01/2024;07/02/2024;0.084
PVBI11;31/01/2024;07/02/2024;0.7
BRCO11;31/01/2024;16/02/2024;0.87
FATN11;06/02/2024;16/02/2024;0.85
HGLG11;31/01/2024;16/02/2024;1.1
HGRU11;31/01/2024;16/02/2024;0.85
KNRI11;31/01/2024;16/02/2024;1
PMLL11;31/01/2024;16/02/2024;0.92
TGAR11;31/01/2024;16/02/2024;1.32
TRXF11;31/01/2024;16/02/2024;0.9
VISC11;31/01/2024;16/02/2024;1
XPLG11;31/01/2024;16/02/2024;0.78
BTLG11;15/02/2024;23/02/2024;0.78
XPML11;16/02/2024;23/02/2024;0.9
GARE11;29/02/2024;07/03/2024;0.086
PVBI11;29/02/2024;07/03/2024;0.65
BRCO11;29/02/2024;14/03/2024;0.87
FATN11;06/03/2024;14/03/2024;0.85
HGLG11;29/02/2024;14/03/2024;1.1
HGRU11;29/02/2024;14/03/2024;0.85
KNRI11;29/02/2024;14/03/2024;1
PMLL11;29/02/2024;14/03/2024;0.92
TGAR11;29/02/2024;14/03/2024;1.33
TRXF11;29/02/2024;14/03/2024;0.9
VISC11;29/02/2024;14/03/2024;1
XPLG11;29/02/2024;14/03/2024;0.78
BTLG11;15/03/2024;25/03/2024;0.76
XPML11;18/03/2024;25/03/2024;0.9
GARE11;28/03/2024;05/04/2024;0.087
PVBI11;28/03/2024;05/04/2024;0.65
BRCO11;28/03/2024;12/04/2024;0.87
FATN11;04/04/2024;12/04/2024;0.85
HGLG11;28/03/2024;12/04/2024;1.1
HGRU11;28/03/2024;12/04/2024;0.85
KNRI11;28/03/2024;12/04/2024;1
PMLL11;28/03/2024;12/04/2024;0.92
TGAR11;28/03/2024;12/04/2024;1.33
TRXF11;28/03/2024;12/04/2024;0.9
VISC11;28/03/2024;12/04/2024;1
XPLG11;28/03/2024;12/04/2024;0.78
BTLG11;15/04/2024;25/04/2024;0.76
XPML11;18/04/2024;25/04/2024;0.91
GARE11;30/04/2024;08/05/2024;0.087
PVBI11;30/04/2024;08/05/2024;0.65
BRCO11;30/04/2024;15/05/2024;0.87
FATN11;07/05/2024;15/05/2024;0.85
HGLG11;30/04/2024;15/05/2024;1.1
HGRU11;30/04/2024;15/05/2024;0.85
KNRI11;30/04/2024;15/05/2024;1
PMLL11;30/04/2024;15/05/2024;0.9
TGAR11;30/04/2024;15/05/2024;1.34
TRXF11;30/04/2024;15/05/2024;0.9
VISC11;30/04/2024;15/05/2024;1
XPLG11;30/04/2024;15/05/2024;0.78
BTLG11;15/05/2024;24/05/2024;0.76
XPML11;17/05/2024;24/05/2024;0.92
GARE11;31/05/2024;07/06/2024;0.087
PVBI11;31/05/2024;07/06/2024;0.65
BRCO11;31/05/2024;14/06/2024;0.87
FATN11;06/06/2024;14/06/2024;0.85
HGLG11;31/05/2024;14/06/2024;1.1
HGRU11;31/05/2024;14/06/2024;0.85
KNRI11;31/05/2024;14/06/2024;1
PMLL11;31/05/2024;14/06/2024;0.87
TGAR11;31/05/2024;14/06/2024;1.35
TRXF11;31/05/2024;14/06/2024;0.9
VISC11;31/05/2024;14/06/2024;1
XPLG11;31/05/2024;14/06/2024;0.78
BTLG11;14/06/2024;25/06/2024;0.76
XPML11;18/06/2024;25/06/2024;0.92
GARE11;28/06/2024;05/07/2024;0.087
PVBI11;28/06/2024;05/07/2024;0.65
BRCO11;28/06/2024;12/07/2024;0.87
FATN11;04/07/2024;12/07/2024;0.85
HGLG11;28/06/2024;12/07/2024;1.1
HGRU11;28/06/2024;12/07/2024;1.25
KNRI11;28/06/2024;12/07/2024;1
PMLL11;28/06/2024;12/07/2024;0.8
TGAR11;28/06/2024;12/07/2024;1.33
TRXF11;28/06/2024;12/07/2024;1.05
VISC11;28/06/2024;12/07/2024;0.85
XPLG11;28/06/2024;12/07/2024;0.78
BTLG11;15/07/2024;25/07/2024;0.76
XPML11;18/07/2024;25/07/2024;0.92
GARE11;31/07/2024;07/08/2024;0.087
PVBI11;31/07/2024;07/08/2024;0.65
BRCO11;31/07/2024;14/08/2024;0.87
FATN11;06/08/2024;14/08/2024;0.85
HGLG11;31/07/2024;14/08/2024;1.1
HGRU11;31/07/2024;14/08/2024;0.85
KNRI11;31/07/2024;14/08/2024;1
PMLL11;31/07/2024;14/08/2024;0.8
TGAR11;31/07/2024;14/08/2024;1.22
TRXF11;31/07/2024;14/08/2024;0.93
VISC11;31/07/2024;14/08/2024;0.85
XPLG11;31/07/2024;14/08/2024;0.78
BTLG11;15/08/2024;23/08/2024;0.76
XPML11;16/08/2024;23/08/2024;0.92
GARE11;30/08/2024;06/09/2024;0.087
PVBI11;30/08/2024;06/09/2024;0.65
BRCO11;30/08/2024;13/09/2024;0.87
FATN11;05/09/2024;13/09/2024;0.85
HGLG11;30/08/2024;13/09/2024;1.1
HGRU11;30/08/2024;13/09/2024;0.85
KNRI11;30/08/2024;13/09/2024;1
PMLL11;30/08/2024;13/09/2024;0.78
TGAR11;30/08/2024;13/09/2024;1.12
TRXF11;30/08/2024;13/09/2024;0.93
VISC11;30/08/2024;13/09/2024;0.83
XPLG11;30/08/2024;13/09/2024;0.78
BTLG11;13/09/2024;25/09/2024;0.78
XPML11;18/09/2024;25/09/2024;0.92
GARE11;30/09/2024;07/10/2024;0.09
PVBI11;30/09/2024;07/10/2024;0.55
BRCO11;30/09/2024;14/10/2024;0.87
FATN11;04/10/2024;14/10/2024;0.85
HGLG11;30/09/2024;14/10/2024;1.1
HGRU11;30/09/2024;14/10/2024;0.85
KNRI11;30/09/2024;14/10/2024;1
PMLL11;30/09/2024;14/10/2024;0.78
TGAR11;30/09/2024;14/10/2024;1.14
TRXF11;30/09/2024;14/10/2024;0.93
VISC11;30/09/2024;14/10/2024;0.8
XPLG11;30/09/2024;14/10/2024;0.78
BTLG11;15/10/2024;25/10/2024;0.78
XPML11;18/10/2024;25/10/2024;0.92
GARE11;31/10/2024;07/11/2024;0.092
PVBI11;31/10/2024;07/11/2024;0.55
BRCO11;31/10/2024;14/11/2024;0.87
FATN11;06/11/2024;14/11/2024;0.85
HGLG11;31/10/2024;14/11/2024;1.1
HGRU11;31/10/2024;14/11/2024;0.9
KNRI11;31/10/2024;14/11/2024;1
PMLL11;31/10/2024;14/11/2024;0.78
TGAR11;31/10/2024;14/11/2024;1.15
TRXF11;31/10/2024;14/11/2024;0.93
VISC11;31/10/2024;14/11/2024;0.8
XPLG11;31/10/2024;14/11/2024;0.78
BTLG11;14/11/2024;25/11/2024;0.78
XPML11;14/11/2024;25/11/2024;0.92
GARE11;29/11/2024;06/12/2024;0.092
PVBI11;29/11/2024;06/12/2024;0.55
BRCO11;29/11/2024;13/12/2024;0.87
FATN11;05/12/2024;13/12/2024;0.85
HGLG11;29/11/2024;13/12/2024;1.1
HGRU11;29/11/2024;13/12/2024;0.9
KNRI11;29/11/2024;13/12/2024;1
PMLL11;29/11/2024;13/12/2024;0.78
TGAR11;29/11/2024;13/12/2024;1.15
TRXF11;29/11/2024;13/12/2024;0.93
VISC11;29/11/2024;13/12/2024;0.8
XPLG11;29/11/2024;13/12/2024;0.78
BTLG11;13/12/2024;23/12/2024;0.78
XPML11;16/12/2024;23/12/2024;0.92
GARE11;30/12/2024;08/01/2025;0.092
PVBI11;30/12/2024;08/01/2025;0.55
XPLG11;30/12/2024;14/01/2025;0.78
BRCO11;30/12/2024;15/01/2025;0.87
FATN11;07/01/2025;15/01/2025;0.85
HGLG11;30/12/2024;15/01/2025;1.1
HGRU11;30/12/2024;15/01/2025;1.9
KNRI11;30/12/2024;15/01/2025;1
PMLL11;30/12/2024;15/01/2025;0.78
TGAR11;30/12/2024;15/01/2025;1.1
TRXF11;30/12/2024;15/01/2025;2.5
VISC11;30/12/2024;15/01/2025;0.8
BTLG11;15/01/2025;22/01/2025;0.86819
XPML11;17/01/2025;24/01/2025;0.92
GARE11;31/01/2025;07/02/2025;0.083
PVBI11;31/01/2025;07/02/2025;0.55
BRCO11;31/01/2025;14/02/2025;0.87
FATN11;06/02/2025;14/02/2025;0.8
HGLG11;31/01/2025;14/02/2025;1.1
HGRU11;31/01/2025;14/02/2025;0.9
KNRI11;31/01/2025;14/02/2025;1
PMLL11;31/01/2025;14/02/2025;0.83
TGAR11;31/01/2025;14/02/2025;1
TRXF11;31/01/2025;14/02/2025;0.93
VISC11;31/01/2025;14/02/2025;0.8
XPLG11;31/01/2025;14/02/2025;0.82
BTLG11;14/02/2025;25/02/2025;0.78
XPML11;18/02/2025;25/02/2025;0.92
GARE11;28/02/2025;11/03/2025;0.083
PVBI11;28/02/2025;11/03/2025;0.5
BRCO11;28/02/2025;18/03/2025;0.87
FATN11;10/03/2025;18/03/2025;0.8
HGLG11;28/02/2025;18/03/2025;1.1
HGRU11;28/02/2025;18/03/2025;0.9
KNRI11;28/02/2025;18/03/2025;1
PMLL11;28/02/2025;18/03/2025;0.85
TGAR11;28/02/2025;18/03/2025;1
TRXF11;28/02/2025;18/03/2025;0.93
VISC11;28/02/2025;18/03/2025;0.8
XPLG11;28/02/2025;18/03/2025;0.82
BTLG11;14/03/2025;25/03/2025;0.78
XPML11;18/03/2025;25/03/2025;0.92
GARE11;31/03/2025;07/04/2025;0.083
PVBI11;31/03/2025;07/04/2025;0.5
BRCO11;31/03/2025;14/04/2025;0.87
FATN11;04/04/2025;14/04/2025;0.8
HGLG11;31/03/2025;14/04/2025;1.1
HGRU11;31/03/2025;14/04/2025;0.9
KNRI11;31/03/2025;14/04/2025;1
PMLL11;31/03/2025;14/04/2025;0.85
TGAR11;31/03/2025;14/04/2025;1
TRXF11;31/03/2025;14/04/2025;0.93
VISC11;31/03/2025;14/04/2025;0.8
XPLG11;31/03/2025;14/04/2025;0.82
BTLG11;15/04/2025;25/04/2025;0.78
XPML11;16/04/2025;25/04/2025;0.92
GARE11;30/04/2025;08/05/2025;0.083
PVBI11;30/04/2025;08/05/2025;0.5
BRCO11;30/04/2025;15/05/2025;0.87
FATN11;07/05/2025;15/05/2025;0.8
HGLG11;30/04/2025;15/05/2025;1.1
HGRU11;30/04/2025;15/05/2025;0.9
KNRI11;30/04/2025;15/05/2025;1
PMLL11;30/04/2025;15/05/2025;0.85
TGAR11;30/04/2025;15/05/2025;1
TRXF11;30/04/2025;15/05/2025;0.93
VISC11;30/04/2025;15/05/2025;0.8
XPLG11;30/04/2025;15/05/2025;0.82
BTLG11;15/05/2025;23/05/2025;0.78
XPML11;16/05/2025;23/05/2025;0.92
GARE11;30/05/2025;06/06/2025;0.083
PVBI11;30/05/2025;06/06/2025;0.5
BRCO11;30/05/2025;13/06/2025;0.87
FATN11;05/06/2025;13/06/2025;0.8
HGLG11;30/05/2025;13/06/2025;1.1
HGRU11;30/05/2025;13/06/2025;0.9
KNRI11;30/05/2025;13/06/2025;1
PMLL11;30/05/2025;13/06/2025;0.85
TGAR11;30/05/2025;13/06/2025;1
TRXF11;30/05/2025;13/06/2025;0.93
VISC11;30/05/2025;13/06/2025;0.8
XPLG11;30/05/2025;13/06/2025;0.82
BTLG11;13/06/2025;23/06/2025;0.78
XPML11;17/06/2025;25/06/2025;0.92
